"","X","AllScores","AllAiScores","AllScores_flat","filename","orig","kaiscore","AiRanges","aiRange","kaiscore_numeric","mean_score","sd_score","max_score","mean_kaiscore","max_kaiscore","min_kaiscore","true_range"
"531",50,-15.4961141349187,60,-15.4961141349187,"results/rawdata/Beam_ai70.csv",1,"70","60",60,70,-15.4752444326048,0.606318119651997,-14.3482807621769,70,100,40,60
"532",51,-14.5778675082329,60,-14.5778675082329,"results/rawdata/Beam_ai70.csv",1,"70","60",60,70,-15.4752444326048,0.606318119651997,-14.3482807621769,70,100,40,60
"533",52,-14.3591848285161,60,-14.3591848285161,"results/rawdata/Beam_ai70.csv",1,"70","60",60,70,-15.4752444326048,0.606318119651997,-14.3482807621769,70,100,40,60
"534",53,-15.2588077421187,60,-15.2588077421187,"results/rawdata/Beam_ai70.csv",1,"70","60",60,70,-15.4752444326048,0.606318119651997,-14.3482807621769,70,100,40,60
"535",54,-15.9204566034165,60,-15.9204566034165,"results/rawdata/Beam_ai70.csv",1,"70","60",60,70,-15.4752444326048,0.606318119651997,-14.3482807621769,70,100,40,60
"536",55,-14.5265657417201,60,-14.5265657417201,"results/rawdata/Beam_ai70.csv",1,"70","60",60,70,-15.4752444326048,0.606318119651997,-14.3482807621769,70,100,40,60
"537",56,-15.8443455265179,60,-15.8443455265179,"results/rawdata/Beam_ai70.csv",1,"70","60",60,70,-15.4752444326048,0.606318119651997,-14.3482807621769,70,100,40,60
"538",57,-15.155583613928,60,-15.155583613928,"results/rawdata/Beam_ai70.csv",1,"70","60",60,70,-15.4752444326048,0.606318119651997,-14.3482807621769,70,100,40,60
"539",58,-15.8232091188763,60,-15.8232091188763,"results/rawdata/Beam_ai70.csv",1,"70","60",60,70,-15.4752444326048,0.606318119651997,-14.3482807621769,70,100,40,60
"540",59,-15.9953072645672,60,-15.9953072645672,"results/rawdata/Beam_ai70.csv",1,"70","60",60,70,-15.4752444326048,0.606318119651997,-14.3482807621769,70,100,40,60
"541",60,-14.9277166328527,60,-14.9277166328527,"results/rawdata/Beam_ai70.csv",1,"70","60",60,70,-15.4752444326048,0.606318119651997,-14.3482807621769,70,100,40,60
"542",61,-16.068825599391,60,-16.068825599391,"results/rawdata/Beam_ai70.csv",1,"70","60",60,70,-15.4752444326048,0.606318119651997,-14.3482807621769,70,100,40,60
"543",62,-15.9621629343663,60,-15.9621629343663,"results/rawdata/Beam_ai70.csv",1,"70","60",60,70,-15.4752444326048,0.606318119651997,-14.3482807621769,70,100,40,60
"544",63,-15.728482444433,60,-15.728482444433,"results/rawdata/Beam_ai70.csv",1,"70","60",60,70,-15.4752444326048,0.606318119651997,-14.3482807621769,70,100,40,60
"545",64,-15.9308110369479,80,-15.9308110369479,"results/rawdata/Beam_ai70.csv",1,"70","80",80,70,-15.6490428734007,0.662435175034273,-14.0481357277252,75,110,40,70
"546",65,-15.1412470581418,80,-15.1412470581418,"results/rawdata/Beam_ai70.csv",1,"70","80",80,70,-15.6490428734007,0.662435175034273,-14.0481357277252,75,110,40,70
"547",66,-15.388375778251,80,-15.388375778251,"results/rawdata/Beam_ai70.csv",1,"70","80",80,70,-15.6490428734007,0.662435175034273,-14.0481357277252,75,110,40,70
"548",67,-16.6524212364712,80,-16.6524212364712,"results/rawdata/Beam_ai70.csv",1,"70","80",80,70,-15.6490428734007,0.662435175034273,-14.0481357277252,75,110,40,70
"549",68,-15.6037796703966,80,-15.6037796703966,"results/rawdata/Beam_ai70.csv",1,"70","80",80,70,-15.6490428734007,0.662435175034273,-14.0481357277252,75,110,40,70
"550",69,-15.5973550690147,80,-15.5973550690147,"results/rawdata/Beam_ai70.csv",1,"70","80",80,70,-15.6490428734007,0.662435175034273,-14.0481357277252,75,110,40,70
"551",70,-16.0824678932255,80,-16.0824678932255,"results/rawdata/Beam_ai70.csv",1,"70","80",80,70,-15.6490428734007,0.662435175034273,-14.0481357277252,75,110,40,70
"552",71,-14.478463546864,80,-14.478463546864,"results/rawdata/Beam_ai70.csv",1,"70","80",80,70,-15.6490428734007,0.662435175034273,-14.0481357277252,75,110,40,70
"553",72,-16.4438744814021,80,-16.4438744814021,"results/rawdata/Beam_ai70.csv",1,"70","80",80,70,-15.6490428734007,0.662435175034273,-14.0481357277252,75,110,40,70
"554",73,-16.4508330254469,80,-16.4508330254469,"results/rawdata/Beam_ai70.csv",1,"70","80",80,70,-15.6490428734007,0.662435175034273,-14.0481357277252,75,110,40,70
"555",74,-15.3972870142048,80,-15.3972870142048,"results/rawdata/Beam_ai70.csv",1,"70","80",80,70,-15.6490428734007,0.662435175034273,-14.0481357277252,75,110,40,70
"556",75,-15.3934422344259,80,-15.3934422344259,"results/rawdata/Beam_ai70.csv",1,"70","80",80,70,-15.6490428734007,0.662435175034273,-14.0481357277252,75,110,40,70
"557",76,-15.2195362790444,80,-15.2195362790444,"results/rawdata/Beam_ai70.csv",1,"70","80",80,70,-15.6490428734007,0.662435175034273,-14.0481357277252,75,110,40,70
"558",77,-15.7930255229096,80,-15.7930255229096,"results/rawdata/Beam_ai70.csv",1,"70","80",80,70,-15.6490428734007,0.662435175034273,-14.0481357277252,75,110,40,70
"559",78,-14.1772079476697,80,-14.1772079476697,"results/rawdata/Beam_ai70.csv",1,"70","80",80,70,-15.6490428734007,0.662435175034273,-14.0481357277252,75,110,40,70
"560",79,-15.3981571259999,80,-15.3981571259999,"results/rawdata/Beam_ai70.csv",1,"70","80",80,70,-15.6490428734007,0.662435175034273,-14.0481357277252,75,110,40,70
"561",0,-15.7009750433056,0,-15.7009750433056,"results/rawdata/Beam_ai82.csv",1,"82","0",0,82,-15.6800569533311,0.790481455386663,-14.1384222877015,82,82,82,0
"562",1,-15.122431310589,0,-15.122431310589,"results/rawdata/Beam_ai82.csv",1,"82","0",0,82,-15.6800569533311,0.790481455386663,-14.1384222877015,82,82,82,0
"563",2,-15.2987052961817,0,-15.2987052961817,"results/rawdata/Beam_ai82.csv",1,"82","0",0,82,-15.6800569533311,0.790481455386663,-14.1384222877015,82,82,82,0
"564",3,-15.1196802260538,0,-15.1196802260538,"results/rawdata/Beam_ai82.csv",1,"82","0",0,82,-15.6800569533311,0.790481455386663,-14.1384222877015,82,82,82,0
"565",4,-16.5940210902657,0,-16.5940210902657,"results/rawdata/Beam_ai82.csv",1,"82","0",0,82,-15.6800569533311,0.790481455386663,-14.1384222877015,82,82,82,0
"566",5,-16.1372005222974,0,-16.1372005222974,"results/rawdata/Beam_ai82.csv",1,"82","0",0,82,-15.6800569533311,0.790481455386663,-14.1384222877015,82,82,82,0
"567",6,-16.0386650246702,0,-16.0386650246702,"results/rawdata/Beam_ai82.csv",1,"82","0",0,82,-15.6800569533311,0.790481455386663,-14.1384222877015,82,82,82,0
"568",7,-14.5245855809489,0,-14.5245855809489,"results/rawdata/Beam_ai82.csv",1,"82","0",0,82,-15.6800569533311,0.790481455386663,-14.1384222877015,82,82,82,0
"569",8,-16.0466376475858,0,-16.0466376475858,"results/rawdata/Beam_ai82.csv",1,"82","0",0,82,-15.6800569533311,0.790481455386663,-14.1384222877015,82,82,82,0
"570",9,-16.8701974620146,0,-16.8701974620146,"results/rawdata/Beam_ai82.csv",1,"82","0",0,82,-15.6800569533311,0.790481455386663,-14.1384222877015,82,82,82,0
"571",10,-15.8651067333337,0,-15.8651067333337,"results/rawdata/Beam_ai82.csv",1,"82","0",0,82,-15.6800569533311,0.790481455386663,-14.1384222877015,82,82,82,0
"572",11,-17.7805494917665,0,-17.7805494917665,"results/rawdata/Beam_ai82.csv",1,"82","0",0,82,-15.6800569533311,0.790481455386663,-14.1384222877015,82,82,82,0
"573",12,-15.9428742276617,0,-15.9428742276617,"results/rawdata/Beam_ai82.csv",1,"82","0",0,82,-15.6800569533311,0.790481455386663,-14.1384222877015,82,82,82,0
"574",13,-15.9747895215511,0,-15.9747895215511,"results/rawdata/Beam_ai82.csv",1,"82","0",0,82,-15.6800569533311,0.790481455386663,-14.1384222877015,82,82,82,0
"575",14,-15.9978268472839,0,-15.9978268472839,"results/rawdata/Beam_ai82.csv",1,"82","0",0,82,-15.6800569533311,0.790481455386663,-14.1384222877015,82,82,82,0
"576",15,-15.8896310074446,0,-15.8896310074446,"results/rawdata/Beam_ai82.csv",1,"82","0",0,82,-15.6800569533311,0.790481455386663,-14.1384222877015,82,82,82,0
"577",16,-15.3758241588111,20,-15.3758241588111,"results/rawdata/Beam_ai82.csv",1,"82","20",20,82,-15.227336160985,0.969577657229392,-11.2109301192674,82,92,72,20
"578",17,-14.0984968205371,20,-14.0984968205371,"results/rawdata/Beam_ai82.csv",1,"82","20",20,82,-15.227336160985,0.969577657229392,-11.2109301192674,82,92,72,20
"579",18,-15.6561792021913,20,-15.6561792021913,"results/rawdata/Beam_ai82.csv",1,"82","20",20,82,-15.227336160985,0.969577657229392,-11.2109301192674,82,92,72,20
"580",19,-15.8054120108586,20,-15.8054120108586,"results/rawdata/Beam_ai82.csv",1,"82","20",20,82,-15.227336160985,0.969577657229392,-11.2109301192674,82,92,72,20
"581",20,-15.2184266705505,20,-15.2184266705505,"results/rawdata/Beam_ai82.csv",1,"82","20",20,82,-15.227336160985,0.969577657229392,-11.2109301192674,82,92,72,20
"582",21,-15.069345381549,20,-15.069345381549,"results/rawdata/Beam_ai82.csv",1,"82","20",20,82,-15.227336160985,0.969577657229392,-11.2109301192674,82,92,72,20
"583",22,-14.3283955389855,20,-14.3283955389855,"results/rawdata/Beam_ai82.csv",1,"82","20",20,82,-15.227336160985,0.969577657229392,-11.2109301192674,82,92,72,20
"584",23,-11.2109301192674,20,-11.2109301192674,"results/rawdata/Beam_ai82.csv",1,"82","20",20,82,-15.227336160985,0.969577657229392,-11.2109301192674,82,92,72,20
"585",24,-15.3056526824931,20,-15.3056526824931,"results/rawdata/Beam_ai82.csv",1,"82","20",20,82,-15.227336160985,0.969577657229392,-11.2109301192674,82,92,72,20
"586",25,-15.4213487232705,20,-15.4213487232705,"results/rawdata/Beam_ai82.csv",1,"82","20",20,82,-15.227336160985,0.969577657229392,-11.2109301192674,82,92,72,20
"587",26,-16.4634161925996,20,-16.4634161925996,"results/rawdata/Beam_ai82.csv",1,"82","20",20,82,-15.227336160985,0.969577657229392,-11.2109301192674,82,92,72,20
"588",27,-16.0838918723139,20,-16.0838918723139,"results/rawdata/Beam_ai82.csv",1,"82","20",20,82,-15.227336160985,0.969577657229392,-11.2109301192674,82,92,72,20
"589",28,-15.9678374097088,20,-15.9678374097088,"results/rawdata/Beam_ai82.csv",1,"82","20",20,82,-15.227336160985,0.969577657229392,-11.2109301192674,82,92,72,20
"590",29,-15.8719976125681,20,-15.8719976125681,"results/rawdata/Beam_ai82.csv",1,"82","20",20,82,-15.227336160985,0.969577657229392,-11.2109301192674,82,92,72,20
"591",30,-15.0565991491673,20,-15.0565991491673,"results/rawdata/Beam_ai82.csv",1,"82","20",20,82,-15.227336160985,0.969577657229392,-11.2109301192674,82,92,72,20
"592",31,-15.9618098435859,20,-15.9618098435859,"results/rawdata/Beam_ai82.csv",1,"82","20",20,82,-15.227336160985,0.969577657229392,-11.2109301192674,82,92,72,20
"593",32,-14.7069715836648,40,-14.7069715836648,"results/rawdata/Beam_ai82.csv",1,"82","40",40,82,-15.3878412188148,0.642363253599981,-14.0348152853526,82,102,62,40
"594",33,-15.2615859338981,40,-15.2615859338981,"results/rawdata/Beam_ai82.csv",1,"82","40",40,82,-15.3878412188148,0.642363253599981,-14.0348152853526,82,102,62,40
"595",34,-15.4128901933752,40,-15.4128901933752,"results/rawdata/Beam_ai82.csv",1,"82","40",40,82,-15.3878412188148,0.642363253599981,-14.0348152853526,82,102,62,40
"596",35,-15.8255395113311,40,-15.8255395113311,"results/rawdata/Beam_ai82.csv",1,"82","40",40,82,-15.3878412188148,0.642363253599981,-14.0348152853526,82,102,62,40
"597",36,-15.7224502583415,40,-15.7224502583415,"results/rawdata/Beam_ai82.csv",1,"82","40",40,82,-15.3878412188148,0.642363253599981,-14.0348152853526,82,102,62,40
"598",37,-15.4420804915154,40,-15.4420804915154,"results/rawdata/Beam_ai82.csv",1,"82","40",40,82,-15.3878412188148,0.642363253599981,-14.0348152853526,82,102,62,40
"599",38,-15.3143943522168,40,-15.3143943522168,"results/rawdata/Beam_ai82.csv",1,"82","40",40,82,-15.3878412188148,0.642363253599981,-14.0348152853526,82,102,62,40
"600",39,-16.0111106160281,40,-16.0111106160281,"results/rawdata/Beam_ai82.csv",1,"82","40",40,82,-15.3878412188148,0.642363253599981,-14.0348152853526,82,102,62,40
"601",40,-15.7164225064274,40,-15.7164225064274,"results/rawdata/Beam_ai82.csv",1,"82","40",40,82,-15.3878412188148,0.642363253599981,-14.0348152853526,82,102,62,40
"602",41,-15.7682366223481,40,-15.7682366223481,"results/rawdata/Beam_ai82.csv",1,"82","40",40,82,-15.3878412188148,0.642363253599981,-14.0348152853526,82,102,62,40
"603",42,-17.0321755624003,40,-17.0321755624003,"results/rawdata/Beam_ai82.csv",1,"82","40",40,82,-15.3878412188148,0.642363253599981,-14.0348152853526,82,102,62,40
"604",43,-14.0348152853526,40,-14.0348152853526,"results/rawdata/Beam_ai82.csv",1,"82","40",40,82,-15.3878412188148,0.642363253599981,-14.0348152853526,82,102,62,40
"605",44,-15.850528665177,40,-15.850528665177,"results/rawdata/Beam_ai82.csv",1,"82","40",40,82,-15.3878412188148,0.642363253599981,-14.0348152853526,82,102,62,40
"606",45,-15.8022229481605,40,-15.8022229481605,"results/rawdata/Beam_ai82.csv",1,"82","40",40,82,-15.3878412188148,0.642363253599981,-14.0348152853526,82,102,62,40
"607",46,-15.6881053455766,40,-15.6881053455766,"results/rawdata/Beam_ai82.csv",1,"82","40",40,82,-15.3878412188148,0.642363253599981,-14.0348152853526,82,102,62,40
"608",47,-15.3411620171475,40,-15.3411620171475,"results/rawdata/Beam_ai82.csv",1,"82","40",40,82,-15.3878412188148,0.642363253599981,-14.0348152853526,82,102,62,40
"609",48,-15.7307341958017,60,-15.7307341958017,"results/rawdata/Beam_ai82.csv",1,"82","60",60,82,-15.6647547790163,0.74871048528552,-14.2899799888349,82,112,52,60
"610",49,-16.0050327936073,60,-16.0050327936073,"results/rawdata/Beam_ai82.csv",1,"82","60",60,82,-15.6647547790163,0.74871048528552,-14.2899799888349,82,112,52,60
"611",50,-16.0504130234311,60,-16.0504130234311,"results/rawdata/Beam_ai82.csv",1,"82","60",60,82,-15.6647547790163,0.74871048528552,-14.2899799888349,82,112,52,60
"612",51,-15.3528820368928,60,-15.3528820368928,"results/rawdata/Beam_ai82.csv",1,"82","60",60,82,-15.6647547790163,0.74871048528552,-14.2899799888349,82,112,52,60
"613",52,-16.0428681342863,60,-16.0428681342863,"results/rawdata/Beam_ai82.csv",1,"82","60",60,82,-15.6647547790163,0.74871048528552,-14.2899799888349,82,112,52,60
"614",53,-16.4955858994288,60,-16.4955858994288,"results/rawdata/Beam_ai82.csv",1,"82","60",60,82,-15.6647547790163,0.74871048528552,-14.2899799888349,82,112,52,60
"615",54,-15.4957169768404,60,-15.4957169768404,"results/rawdata/Beam_ai82.csv",1,"82","60",60,82,-15.6647547790163,0.74871048528552,-14.2899799888349,82,112,52,60
"616",55,-18.1022071224634,60,-18.1022071224634,"results/rawdata/Beam_ai82.csv",1,"82","60",60,82,-15.6647547790163,0.74871048528552,-14.2899799888349,82,112,52,60
"617",56,-15.6099282115205,60,-15.6099282115205,"results/rawdata/Beam_ai82.csv",1,"82","60",60,82,-15.6647547790163,0.74871048528552,-14.2899799888349,82,112,52,60
"618",57,-15.6488433678111,60,-15.6488433678111,"results/rawdata/Beam_ai82.csv",1,"82","60",60,82,-15.6647547790163,0.74871048528552,-14.2899799888349,82,112,52,60
"619",58,-16.1183798571836,60,-16.1183798571836,"results/rawdata/Beam_ai82.csv",1,"82","60",60,82,-15.6647547790163,0.74871048528552,-14.2899799888349,82,112,52,60
"620",59,-14.9368919939027,60,-14.9368919939027,"results/rawdata/Beam_ai82.csv",1,"82","60",60,82,-15.6647547790163,0.74871048528552,-14.2899799888349,82,112,52,60
"621",60,-15.4619935395115,60,-15.4619935395115,"results/rawdata/Beam_ai82.csv",1,"82","60",60,82,-15.6647547790163,0.74871048528552,-14.2899799888349,82,112,52,60
"622",61,-15.7640951158808,60,-15.7640951158808,"results/rawdata/Beam_ai82.csv",1,"82","60",60,82,-15.6647547790163,0.74871048528552,-14.2899799888349,82,112,52,60
"623",62,-15.9339253740734,60,-15.9339253740734,"results/rawdata/Beam_ai82.csv",1,"82","60",60,82,-15.6647547790163,0.74871048528552,-14.2899799888349,82,112,52,60
"624",63,-16.211558414735,60,-16.211558414735,"results/rawdata/Beam_ai82.csv",1,"82","60",60,82,-15.6647547790163,0.74871048528552,-14.2899799888349,82,112,52,60
"625",64,-14.2779524759537,80,-14.2779524759537,"results/rawdata/Beam_ai82.csv",1,"82","80",80,82,-15.2515891909208,0.882958389060548,-12.4333947629881,82,122,42,80
"626",65,-14.6551885531031,80,-14.6551885531031,"results/rawdata/Beam_ai82.csv",1,"82","80",80,82,-15.2515891909208,0.882958389060548,-12.4333947629881,82,122,42,80
"627",66,-14.1618107657094,80,-14.1618107657094,"results/rawdata/Beam_ai82.csv",1,"82","80",80,82,-15.2515891909208,0.882958389060548,-12.4333947629881,82,122,42,80
"628",67,-14.0710355294696,80,-14.0710355294696,"results/rawdata/Beam_ai82.csv",1,"82","80",80,82,-15.2515891909208,0.882958389060548,-12.4333947629881,82,122,42,80
"629",68,-15.1470535066633,80,-15.1470535066633,"results/rawdata/Beam_ai82.csv",1,"82","80",80,82,-15.2515891909208,0.882958389060548,-12.4333947629881,82,122,42,80
"630",69,-16.226221653285,80,-16.226221653285,"results/rawdata/Beam_ai82.csv",1,"82","80",80,82,-15.2515891909208,0.882958389060548,-12.4333947629881,82,122,42,80
"631",70,-15.9684949437347,80,-15.9684949437347,"results/rawdata/Beam_ai82.csv",1,"82","80",80,82,-15.2515891909208,0.882958389060548,-12.4333947629881,82,122,42,80
"632",71,-15.8758120584042,80,-15.8758120584042,"results/rawdata/Beam_ai82.csv",1,"82","80",80,82,-15.2515891909208,0.882958389060548,-12.4333947629881,82,122,42,80
"633",72,-14.8946571313164,80,-14.8946571313164,"results/rawdata/Beam_ai82.csv",1,"82","80",80,82,-15.2515891909208,0.882958389060548,-12.4333947629881,82,122,42,80
"634",73,-15.8721400464619,80,-15.8721400464619,"results/rawdata/Beam_ai82.csv",1,"82","80",80,82,-15.2515891909208,0.882958389060548,-12.4333947629881,82,122,42,80
"635",74,-15.6527046211707,80,-15.6527046211707,"results/rawdata/Beam_ai82.csv",1,"82","80",80,82,-15.2515891909208,0.882958389060548,-12.4333947629881,82,122,42,80
"636",75,-14.9833814198663,80,-14.9833814198663,"results/rawdata/Beam_ai82.csv",1,"82","80",80,82,-15.2515891909208,0.882958389060548,-12.4333947629881,82,122,42,80
"637",76,-16.0638976390742,80,-16.0638976390742,"results/rawdata/Beam_ai82.csv",1,"82","80",80,82,-15.2515891909208,0.882958389060548,-12.4333947629881,82,122,42,80
"638",77,-16.0664098133661,80,-16.0664098133661,"results/rawdata/Beam_ai82.csv",1,"82","80",80,82,-15.2515891909208,0.882958389060548,-12.4333947629881,82,122,42,80
"639",78,-15.8664025436584,80,-15.8664025436584,"results/rawdata/Beam_ai82.csv",1,"82","80",80,82,-15.2515891909208,0.882958389060548,-12.4333947629881,82,122,42,80
"640",79,-15.9716722376151,80,-15.9716722376151,"results/rawdata/Beam_ai82.csv",1,"82","80",80,82,-15.2515891909208,0.882958389060548,-12.4333947629881,82,122,42,80
"641",0,-14.6830371838118,0,-14.6830371838118,"results/rawdata/Beam_ai95.csv",1,"95","0",0,95,-15.1777329452442,0.719037828454395,-13.6842994169176,95,95,95,0
"642",1,-14.7468793758268,0,-14.7468793758268,"results/rawdata/Beam_ai95.csv",1,"95","0",0,95,-15.1777329452442,0.719037828454395,-13.6842994169176,95,95,95,0
"643",2,-15.8635600066564,0,-15.8635600066564,"results/rawdata/Beam_ai95.csv",1,"95","0",0,95,-15.1777329452442,0.719037828454395,-13.6842994169176,95,95,95,0
"644",3,-14.1215278669764,0,-14.1215278669764,"results/rawdata/Beam_ai95.csv",1,"95","0",0,95,-15.1777329452442,0.719037828454395,-13.6842994169176,95,95,95,0
"645",4,-15.8864594335188,0,-15.8864594335188,"results/rawdata/Beam_ai95.csv",1,"95","0",0,95,-15.1777329452442,0.719037828454395,-13.6842994169176,95,95,95,0
"646",5,-15.0309879892441,0,-15.0309879892441,"results/rawdata/Beam_ai95.csv",1,"95","0",0,95,-15.1777329452442,0.719037828454395,-13.6842994169176,95,95,95,0
"647",6,-14.4980774608733,0,-14.4980774608733,"results/rawdata/Beam_ai95.csv",1,"95","0",0,95,-15.1777329452442,0.719037828454395,-13.6842994169176,95,95,95,0
"648",7,-14.3309058009048,0,-14.3309058009048,"results/rawdata/Beam_ai95.csv",1,"95","0",0,95,-15.1777329452442,0.719037828454395,-13.6842994169176,95,95,95,0
"649",8,-16.1095755149368,0,-16.1095755149368,"results/rawdata/Beam_ai95.csv",1,"95","0",0,95,-15.1777329452442,0.719037828454395,-13.6842994169176,95,95,95,0
"650",9,-15.9890168231021,0,-15.9890168231021,"results/rawdata/Beam_ai95.csv",1,"95","0",0,95,-15.1777329452442,0.719037828454395,-13.6842994169176,95,95,95,0
"651",10,-13.6842994169176,0,-13.6842994169176,"results/rawdata/Beam_ai95.csv",1,"95","0",0,95,-15.1777329452442,0.719037828454395,-13.6842994169176,95,95,95,0
"652",11,-15.0587278768623,0,-15.0587278768623,"results/rawdata/Beam_ai95.csv",1,"95","0",0,95,-15.1777329452442,0.719037828454395,-13.6842994169176,95,95,95,0
"653",12,-15.2119906276912,0,-15.2119906276912,"results/rawdata/Beam_ai95.csv",1,"95","0",0,95,-15.1777329452442,0.719037828454395,-13.6842994169176,95,95,95,0
"654",13,-16.4776781725113,0,-16.4776781725113,"results/rawdata/Beam_ai95.csv",1,"95","0",0,95,-15.1777329452442,0.719037828454395,-13.6842994169176,95,95,95,0
"655",14,-16.2822579087558,0,-16.2822579087558,"results/rawdata/Beam_ai95.csv",1,"95","0",0,95,-15.1777329452442,0.719037828454395,-13.6842994169176,95,95,95,0
"656",15,-15.3746170384975,0,-15.3746170384975,"results/rawdata/Beam_ai95.csv",1,"95","0",0,95,-15.1777329452442,0.719037828454395,-13.6842994169176,95,95,95,0
"657",16,-14.1311126471931,20,-14.1311126471931,"results/rawdata/Beam_ai95.csv",1,"95","20",20,95,-15.4763569302764,0.761650609616908,-13.6563044152942,95,105,85,20
"658",17,-15.5383819580911,20,-15.5383819580911,"results/rawdata/Beam_ai95.csv",1,"95","20",20,95,-15.4763569302764,0.761650609616908,-13.6563044152942,95,105,85,20
"659",18,-14.7395012989803,20,-14.7395012989803,"results/rawdata/Beam_ai95.csv",1,"95","20",20,95,-15.4763569302764,0.761650609616908,-13.6563044152942,95,105,85,20
"660",19,-15.8255143494664,20,-15.8255143494664,"results/rawdata/Beam_ai95.csv",1,"95","20",20,95,-15.4763569302764,0.761650609616908,-13.6563044152942,95,105,85,20
"661",20,-16.1982223018113,20,-16.1982223018113,"results/rawdata/Beam_ai95.csv",1,"95","20",20,95,-15.4763569302764,0.761650609616908,-13.6563044152942,95,105,85,20
"662",21,-16.5585199842526,20,-16.5585199842526,"results/rawdata/Beam_ai95.csv",1,"95","20",20,95,-15.4763569302764,0.761650609616908,-13.6563044152942,95,105,85,20
"663",22,-15.8960128182438,20,-15.8960128182438,"results/rawdata/Beam_ai95.csv",1,"95","20",20,95,-15.4763569302764,0.761650609616908,-13.6563044152942,95,105,85,20
"664",23,-13.6563044152942,20,-13.6563044152942,"results/rawdata/Beam_ai95.csv",1,"95","20",20,95,-15.4763569302764,0.761650609616908,-13.6563044152942,95,105,85,20
"665",24,-15.9913590220368,20,-15.9913590220368,"results/rawdata/Beam_ai95.csv",1,"95","20",20,95,-15.4763569302764,0.761650609616908,-13.6563044152942,95,105,85,20
"666",25,-15.7237226281967,20,-15.7237226281967,"results/rawdata/Beam_ai95.csv",1,"95","20",20,95,-15.4763569302764,0.761650609616908,-13.6563044152942,95,105,85,20
"667",26,-16.6362738646037,20,-16.6362738646037,"results/rawdata/Beam_ai95.csv",1,"95","20",20,95,-15.4763569302764,0.761650609616908,-13.6563044152942,95,105,85,20
"668",27,-15.0116729569718,20,-15.0116729569718,"results/rawdata/Beam_ai95.csv",1,"95","20",20,95,-15.4763569302764,0.761650609616908,-13.6563044152942,95,105,85,20
"669",28,-16.1301388620834,20,-16.1301388620834,"results/rawdata/Beam_ai95.csv",1,"95","20",20,95,-15.4763569302764,0.761650609616908,-13.6563044152942,95,105,85,20
"670",29,-14.1121096378577,20,-14.1121096378577,"results/rawdata/Beam_ai95.csv",1,"95","20",20,95,-15.4763569302764,0.761650609616908,-13.6563044152942,95,105,85,20
"671",30,-15.827500538619,20,-15.827500538619,"results/rawdata/Beam_ai95.csv",1,"95","20",20,95,-15.4763569302764,0.761650609616908,-13.6563044152942,95,105,85,20
"672",31,-15.2756393778916,20,-15.2756393778916,"results/rawdata/Beam_ai95.csv",1,"95","20",20,95,-15.4763569302764,0.761650609616908,-13.6563044152942,95,105,85,20
"673",32,-15.6899805268577,40,-15.6899805268577,"results/rawdata/Beam_ai95.csv",1,"95","40",40,95,-15.5250348167246,0.631485455826874,-14.2755468119962,95,115,75,40
"674",33,-16.696045752348,40,-16.696045752348,"results/rawdata/Beam_ai95.csv",1,"95","40",40,95,-15.5250348167246,0.631485455826874,-14.2755468119962,95,115,75,40
"675",34,-15.9225953708801,40,-15.9225953708801,"results/rawdata/Beam_ai95.csv",1,"95","40",40,95,-15.5250348167246,0.631485455826874,-14.2755468119962,95,115,75,40
"676",35,-15.7875701159384,40,-15.7875701159384,"results/rawdata/Beam_ai95.csv",1,"95","40",40,95,-15.5250348167246,0.631485455826874,-14.2755468119962,95,115,75,40
"677",36,-15.3781555999183,40,-15.3781555999183,"results/rawdata/Beam_ai95.csv",1,"95","40",40,95,-15.5250348167246,0.631485455826874,-14.2755468119962,95,115,75,40
"678",37,-16.9341553184093,40,-16.9341553184093,"results/rawdata/Beam_ai95.csv",1,"95","40",40,95,-15.5250348167246,0.631485455826874,-14.2755468119962,95,115,75,40
"679",38,-15.5733063281455,40,-15.5733063281455,"results/rawdata/Beam_ai95.csv",1,"95","40",40,95,-15.5250348167246,0.631485455826874,-14.2755468119962,95,115,75,40
"680",39,-14.4903102999407,40,-14.4903102999407,"results/rawdata/Beam_ai95.csv",1,"95","40",40,95,-15.5250348167246,0.631485455826874,-14.2755468119962,95,115,75,40
"681",40,-16.4076060127161,40,-16.4076060127161,"results/rawdata/Beam_ai95.csv",1,"95","40",40,95,-15.5250348167246,0.631485455826874,-14.2755468119962,95,115,75,40
"682",41,-14.77118659093,40,-14.77118659093,"results/rawdata/Beam_ai95.csv",1,"95","40",40,95,-15.5250348167246,0.631485455826874,-14.2755468119962,95,115,75,40
"683",42,-15.1998575139857,40,-15.1998575139857,"results/rawdata/Beam_ai95.csv",1,"95","40",40,95,-15.5250348167246,0.631485455826874,-14.2755468119962,95,115,75,40
"684",43,-15.1279309177703,40,-15.1279309177703,"results/rawdata/Beam_ai95.csv",1,"95","40",40,95,-15.5250348167246,0.631485455826874,-14.2755468119962,95,115,75,40
"685",44,-15.9584203953045,40,-15.9584203953045,"results/rawdata/Beam_ai95.csv",1,"95","40",40,95,-15.5250348167246,0.631485455826874,-14.2755468119962,95,115,75,40
"686",45,-14.7312565069796,40,-14.7312565069796,"results/rawdata/Beam_ai95.csv",1,"95","40",40,95,-15.5250348167246,0.631485455826874,-14.2755468119962,95,115,75,40
